minor_class_id,class_id,fiscal_year,total,minor_class,class,department,fund
256,2,2015,722200,Seminar and Training Sessions,Purchase of Services,Water,Water Operating Fund
257,2,2015,2485400,Architectural & Engineering Srvcs,Purchase of Services,Water,Water Operating Fund
258,2,2015,60000,Court Reporters,Purchase of Services,Water,Water Operating Fund
259,2,2015,500000,Arbitration Fees,Purchase of Services,Water,Water Operating Fund
260,2,2015,10337100,Repair and Maintenance Charges,Purchase of Services,Water,Water Operating Fund
261,2,2015,2413000,Repaving Repairing & Resurf Streets,Purchase of Services,Water,Water Operating Fund
264,2,2015,8655000,Abatement of Other Nuisances,Purchase of Services,Water,Water Operating Fund
266,2,2015,120900,Maint/support-computr Hardware/soft,Purchase of Services,Water,Water Operating Fund
280,2,2015,30000,Insurance and Official Bonds,Purchase of Services,Water,Water Operating Fund
281,2,2015,28557000,Lease Payments-phila Municipal Auth,Purchase of Services,Water,Water Operating Fund
285,2,2015,1026500,Rents,Purchase of Services,Water,Water Operating Fund
301,3,2015,79700,Agricultural and Botanical,Materials and Supplies,Water,Water Operating Fund
304,3,2015,62500,Books and Other Publications,Materials and Supplies,Water,Water Operating Fund
305,3,2015,2585000,Building and Construction,Materials and Supplies,Water,Water Operating Fund
307,3,2015,23723950,Chemicals and Gases,Materials and Supplies,Water,Water Operating Fund
308,3,2015,384200,Dry Goods/notions/wearing Apparel,Materials and Supplies,Water,Water Operating Fund
309,3,2015,5000,Cordage and Fibers,Materials and Supplies,Water,Water Operating Fund
310,3,2015,1933300,Electrical and Communication,Materials and Supplies,Water,Water Operating Fund
311,3,2015,4210100,General Equipment and Machinery,Materials and Supplies,Water,Water Operating Fund
312,3,2015,1665200,Fire Fighting and Safety,Materials and Supplies,Water,Water Operating Fund
314,3,2015,262500,Fuel -- Heating and Lighting,Materials and Supplies,Water,Water Operating Fund
316,3,2015,566500,General Hardware and Minor Tools,Materials and Supplies,Water,Water Operating Fund
317,3,2015,669200,Hospital and Laboratory,Materials and Supplies,Water,Water Operating Fund
318,3,2015,274300,"Janitorial, Laundry and Household",Materials and Supplies,Water,Water Operating Fund
319,3,2015,41000,Nautical and Aeronautical,Materials and Supplies,Water,Water Operating Fund
320,3,2015,380300,Office Materials and Supplies,Materials and Supplies,Water,Water Operating Fund
321,3,2015,327000,Parking Meter and Water Meter,Materials and Supplies,Water,Water Operating Fund
322,3,2015,465900,Small Power Tools and Hand Tools,Materials and Supplies,Water,Water Operating Fund
323,3,2015,3624250,Plumbing/air Conditioning/space Htg,Materials and Supplies,Water,Water Operating Fund
324,3,2015,2033500,"Precision, Photographic and Artists",Materials and Supplies,Water,Water Operating Fund
325,3,2015,854700,Printing,Materials and Supplies,Water,Water Operating Fund
326,3,2015,4500,Recreational and Educational,Materials and Supplies,Water,Water Operating Fund
328,3,2015,77400,Motor Vehicle Parts and Accessories,Materials and Supplies,Water,Water Operating Fund
335,3,2015,90800,Lubricants,Materials and Supplies,Water,Water Operating Fund
340,3,2015,369000,#2 Diesel Fuel,Materials and Supplies,Water,Water Operating Fund
342,3,2015,56700,Liquid Propane Gas (lpg),Materials and Supplies,Water,Water Operating Fund
345,3,2015,350000,Gasoline,Materials and Supplies,Water,Water Operating Fund
401,4,2015,9000,Agricultural and Botanical,Equipment,Water,Water Operating Fund
403,4,2015,8000,"Bakeshop, Dining Room and Kitchen",Equipment,Water,Water Operating Fund
405,4,2015,6100,"Construction, Dredging, Conveying",Equipment,Water,Water Operating Fund
410,4,2015,266900,Electrical Lighting Communication,Equipment,Water,Water Operating Fund
411,4,2015,662150,General Equipment and Machinery,Equipment,Water,Water Operating Fund
412,4,2015,59600,Fire Fighting and Emergency,Equipment,Water,Water Operating Fund
417,4,2015,441500,Hospital and Laboratory,Equipment,Water,Water Operating Fund
418,4,2015,31000,Janitorial and Laundry,Equipment,Water,Water Operating Fund
420,4,2015,27500,Office Equipment,Equipment,Water,Water Operating Fund
423,4,2015,299800,Plumbing/air Conditioning/space Htg,Equipment,Water,Water Operating Fund
424,4,2015,189900,"Precision, Photographic and Artist",Equipment,Water,Water Operating Fund
430,4,2015,645900,Furniture and Furnishings,Equipment,Water,Water Operating Fund
499,4,2015,19500,Other Equipment (noc),Equipment,Water,Water Operating Fund
504,5,2015,100000,Meritorious Awards,"Contributions, Indemnities, Refunds, Taxes",Water,Water Operating Fund
801,8,2015,14000000,Payments to General Fund,Payments to Other Funds,Water,Water Operating Fund
804,8,2015,20697000,Payments to Capital Projects Fund,Payments to Other Funds,Water,Water Operating Fund
811,8,2015,28363000,Payments to Water Residual Fund,Payments to Other Funds,Water,Water Operating Fund
813,8,2015,3905000,Payments to Water Rate Stab,Payments to Other Funds,Water,Water Operating Fund
186,1,2015,50000,Flex Cash,Personal Services,Finance - Employee Benefits,Water Operating Fund
187,1,2015,2200000,Worker's Comp-disability Comp,Personal Services,Finance - Employee Benefits,Water Operating Fund
188,1,2015,2000000,Worker's Comp-medical,Personal Services,Finance - Employee Benefits,Water Operating Fund
189,1,2015,1700000,Medicare Tax,Personal Services,Finance - Employee Benefits,Water Operating Fund
190,1,2015,11700000,Pension-obligation Bond Payments,Personal Services,Finance - Employee Benefits,Water Operating Fund
191,1,2015,42000000,Pension,Personal Services,Finance - Employee Benefits,Water Operating Fund
192,1,2015,7100000,FICA Taxes,Personal Services,Finance - Employee Benefits,Water Operating Fund
193,1,2015,31965012,Medical Health & Welfare Credit,Personal Services,Finance - Employee Benefits,Water Operating Fund
194,1,2015,150000,Group Life Insurance,Personal Services,Finance - Employee Benefits,Water Operating Fund
195,1,2015,300000,Group Legal Insurance,Personal Services,Finance - Employee Benefits,Water Operating Fund
196,1,2015,475000,Unemployment Comp Insurance,Personal Services,Finance - Employee Benefits,Water Operating Fund
197,1,2015,50000,Auto Mechanic Tool Insurance,Personal Services,Finance - Employee Benefits,Water Operating Fund
513,5,2015,6500000,Indemnities-interdepartmental Trans,"Contributions, Indemnities, Refunds, Taxes",Director of Finance,Water Operating Fund
999,9,2015,10509598,Standby Authorizations,Advances & Other Misc Payments,Director of Finance,Water Operating Fund
100,1,2015,130543,Salary Control,Personal Services,Revenue,Water Operating Fund
101,1,2015,9662150,Perm Full Time-civilian,Personal Services,Revenue,Water Operating Fund
121,1,2015,127000,Temporary Seasonal,Personal Services,Revenue,Water Operating Fund
161,1,2015,655250,Overtime Civilian,Personal Services,Revenue,Water Operating Fund
171,1,2015,2500,"Holiday ""g""(2/3 Shifts)",Personal Services,Revenue,Water Operating Fund
181,1,2015,5505,Shift,Personal Services,Revenue,Water Operating Fund
205,2,2015,2500,Refuse/garbage/silt/sludge Removal,Purchase of Services,Revenue,Water Operating Fund
250,2,2015,235000,Professional Consult/spec Services,Purchase of Services,Revenue,Water Operating Fund
255,2,2015,200,Dues,Purchase of Services,Revenue,Water Operating Fund
256,2,2015,100000,Seminar and Training Sessions,Purchase of Services,Revenue,Water Operating Fund
260,2,2015,251000,Repair and Maintenance Charges,Purchase of Services,Revenue,Water Operating Fund
285,2,2015,32000,Rents,Purchase of Services,Revenue,Water Operating Fund
304,3,2015,3265,Books and Other Publications,Materials and Supplies,Revenue,Water Operating Fund
308,3,2015,9200,Dry Goods/notions/wearing Apparel,Materials and Supplies,Revenue,Water Operating Fund
310,3,2015,1000,Electrical and Communication,Materials and Supplies,Revenue,Water Operating Fund
311,3,2015,400,General Equipment and Machinery,Materials and Supplies,Revenue,Water Operating Fund
316,3,2015,500,General Hardware and Minor Tools,Materials and Supplies,Revenue,Water Operating Fund
318,3,2015,820,"Janitorial, Laundry and Household",Materials and Supplies,Revenue,Water Operating Fund
320,3,2015,396450,Office Materials and Supplies,Materials and Supplies,Revenue,Water Operating Fund
324,3,2015,26300,"Precision, Photographic and Artists",Materials and Supplies,Revenue,Water Operating Fund
325,3,2015,76550,Printing,Materials and Supplies,Revenue,Water Operating Fund
420,4,2015,120235,Office Equipment,Equipment,Revenue,Water Operating Fund
423,4,2015,200,Plumbing/air Conditioning/space Htg,Equipment,Revenue,Water Operating Fund
430,4,2015,6000,Furniture and Furnishings,Equipment,Revenue,Water Operating Fund
504,5,2015,5000,Meritorious Awards,"Contributions, Indemnities, Refunds, Taxes",Revenue,Water Operating Fund
701,7,2015,87275266,Interest on City Debt -- Long-term,Debt Service,Sinking Fund Commission,Water Operating Fund
702,7,2015,125414658,Principal Payments on City Debt-l/t,Debt Service,Sinking Fund Commission,Water Operating Fund
706,7,2015,500000,Arbitrage Payments,Debt Service,Sinking Fund Commission,Water Operating Fund
101,1,2015,69028,Perm Full Time-civilian,Personal Services,Procurement,Water Operating Fund
101,1,2015,2431587,Perm Full Time-civilian,Personal Services,Law,Water Operating Fund
161,1,2015,500,Overtime Civilian,Personal Services,Law,Water Operating Fund
250,2,2015,426453,Professional Consult/spec Services,Purchase of Services,Law,Water Operating Fund
251,2,2015,3226,Information Technology-prof Service,Purchase of Services,Law,Water Operating Fund
257,2,2015,60125,Architectural & Engineering Srvcs,Purchase of Services,Law,Water Operating Fund
258,2,2015,123166,Court Reporters,Purchase of Services,Law,Water Operating Fund
259,2,2015,2775,Arbitration Fees,Purchase of Services,Law,Water Operating Fund
260,2,2015,44232,Repair and Maintenance Charges,Purchase of Services,Law,Water Operating Fund
277,2,2015,3500,Witness Fees,Purchase of Services,Law,Water Operating Fund
285,2,2015,15543,Rents,Purchase of Services,Law,Water Operating Fund
320,3,2015,5650,Office Materials and Supplies,Materials and Supplies,Law,Water Operating Fund
325,3,2015,14350,Printing,Materials and Supplies,Law,Water Operating Fund
420,4,2015,10096,Office Equipment,Equipment,Law,Water Operating Fund
430,4,2015,2914,Furniture and Furnishings,Equipment,Law,Water Operating Fund
101,1,2015,230886,Perm Full Time-civilian,Personal Services,Mayor's Office of Transportation,Water Operating Fund
101,1,2015,3734000,Perm Full Time-civilian,Personal Services,Streets,County Liquid Fuels Tax Fund
220,2,2015,651000,Electric Current-structures/streets,Purchase of Services,Streets,County Liquid Fuels Tax Fund
260,2,2015,210000,Repair and Maintenance Charges,Purchase of Services,Streets,County Liquid Fuels Tax Fund
305,3,2015,234600,Building and Construction,Materials and Supplies,Streets,County Liquid Fuels Tax Fund
311,3,2015,21730,General Equipment and Machinery,Materials and Supplies,Streets,County Liquid Fuels Tax Fund
428,4,2015,80000,Vehicles -- Motor and Motorless,Equipment,Streets,County Liquid Fuels Tax Fund
801,8,2015,18670,Payments to General Fund,Payments to Other Funds,Streets,County Liquid Fuels Tax Fund
101,1,2015,3000000,Perm Full Time-civilian,Personal Services,Streets,Special Gasoline Tax Fund
205,2,2015,197706,Refuse/garbage/silt/sludge Removal,Purchase of Services,Streets,Special Gasoline Tax Fund
220,2,2015,13743309,Electric Current-structures/streets,Purchase of Services,Streets,Special Gasoline Tax Fund
260,2,2015,1094349,Repair and Maintenance Charges,Purchase of Services,Streets,Special Gasoline Tax Fund
285,2,2015,423186,Rents,Purchase of Services,Streets,Special Gasoline Tax Fund
305,3,2015,1545548,Building and Construction,Materials and Supplies,Streets,Special Gasoline Tax Fund
307,3,2015,2385825,Chemicals and Gases,Materials and Supplies,Streets,Special Gasoline Tax Fund
310,3,2015,797363,Electrical and Communication,Materials and Supplies,Streets,Special Gasoline Tax Fund
312,3,2015,52704,Fire Fighting and Safety,Materials and Supplies,Streets,Special Gasoline Tax Fund
316,3,2015,66060,General Hardware and Minor Tools,Materials and Supplies,Streets,Special Gasoline Tax Fund
